fecha,demanda_pronosticada
2024-04-20,43.44096601073345
2024-04-21,46.01610017889087
2024-04-22,48.5912343470483
2024-04-23,51.16636851520572
2024-04-24,53.741502683363144
2024-04-25,56.31663685152057
2024-04-26,58.89177101967799
