fecha,demanda_pronosticada
2024-04-20,33.10157367668097
2024-04-21,35.4206008583691
2024-04-22,37.73962804005723
2024-04-23,40.058655221745354
2024-04-24,42.377682403433475
2024-04-25,44.6967095851216
2024-04-26,47.01573676680973
