fecha,demanda_pronosticada
2024-04-20,59.06380510440836
2024-04-21,56.52088167053365
2024-04-22,53.977958236658935
2024-04-23,51.43503480278423
2024-04-24,48.89211136890952
2024-04-25,46.349187935034806
2024-04-26,43.8062645011601
