fecha,demanda_pronosticada
2024-04-20,27.663685152057244
2024-04-21,29.228085867620752
2024-04-22,30.79248658318426
2024-04-23,32.356887298747765
2024-04-24,33.921288014311266
2024-04-25,35.485688729874774
2024-04-26,37.05008944543828
